FIPS_Code,State,Area_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Civilian_labor_force_2021,Employed_2021,Unemployed_2021,Unemployment_rate_2021,Civilian_labor_force_2022,Employed_2022,Unemployed_2022,Unemployment_rate_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021
51683,VA,"Manassas city, VA",1,1,1,19279.00,18958.00,321.00,1.70,19704.00,19067.00,637.00,3.20,19933.00,19039.00,894.00,4.50,19839.00,19122.00,717.00,3.60,20238.00,19556.00,682.00,3.40,20561.00,19923.00,638.00,3.10,20249.00,19674.00,575.00,2.80,19787.00,19163.00,624.00,3.20,20058.00,19146.00,912.00,4.50,20561.00,19026.00,1535.00,7.50,21004.00,19494.00,1510.00,7.20,21377.00,20072.00,1305.00,6.10,21898.00,20695.00,1203.00,5.50,22246.00,21075.00,1171.00,5.30,22193.00,21102.00,1091.00,4.90,21681.00,20794.00,887.00,4.10,21626.00,20858.00,768.00,3.60,21844.00,21114.00,730.00,3.30,21861.00,21267.00,594.00,2.70,21887.00,21338.00,549.00,2.50,21381.00,19927.00,1454.00,6.80,21263.00,20432.00,831.00,3.90,21774.00,21203.00,571.00,2.60,100530.00,124.20
51685,VA,"Manassas Park city, VA",1,1,1,5791.00,5711.00,80.00,1.40,6011.00,5899.00,112.00,1.90,6033.00,5860.00,173.00,2.90,5994.00,5826.00,168.00,2.80,6334.00,6144.00,190.00,3.00,6531.00,6353.00,178.00,2.70,6614.00,6448.00,166.00,2.50,6563.00,6383.00,180.00,2.70,6623.00,6355.00,268.00,4.00,6899.00,6473.00,426.00,6.20,8076.00,7559.00,517.00,6.40,8621.00,8140.00,481.00,5.60,8743.00,8290.00,453.00,5.20,8808.00,8371.00,437.00,5.00,8190.00,7806.00,384.00,4.70,8367.00,8022.00,345.00,4.10,8493.00,8188.00,305.00,3.60,8926.00,8629.00,297.00,3.30,9300.00,9045.00,255.00,2.70,9525.00,9290.00,235.00,2.50,9661.00,8992.00,669.00,6.90,9590.00,9227.00,363.00,3.80,9810.00,9562.00,248.00,2.50,87255.00,107.80
51690,VA,"Martinsville city, VA",4,5,0,6743.00,6213.00,530.00,7.90,6643.00,6112.00,531.00,8.00,6551.00,5699.00,852.00,13.00,6371.00,5666.00,705.00,11.10,6091.00,5290.00,801.00,13.20,5990.00,5343.00,647.00,10.80,5855.00,5394.00,461.00,7.90,5949.00,5422.00,527.00,8.90,5961.00,5198.00,763.00,12.80,6253.00,5025.00,1228.00,19.60,6161.00,5063.00,1098.00,17.80,5892.00,4998.00,894.00,15.20,5729.00,5009.00,720.00,12.60,5693.00,5067.00,626.00,11.00,5559.00,5017.00,542.00,9.70,5375.00,4909.00,466.00,8.70,5167.00,4807.00,360.00,7.00,5560.00,5214.00,346.00,6.20,5492.00,5238.00,254.00,4.60,5487.00,5264.00,223.00,4.10,5627.00,4990.00,637.00,11.30,5557.00,5149.00,408.00,7.30,5552.00,5297.00,255.00,4.60,38571.00,47.70
51700,VA,"Newport News city, VA",1,1,1,82896.00,80748.00,2148.00,2.60,84421.00,81355.00,3066.00,3.60,85558.00,81494.00,4064.00,4.70,86060.00,81760.00,4300.00,5.00,86231.00,82004.00,4227.00,4.90,86562.00,82367.00,4195.00,4.80,86210.00,82866.00,3344.00,3.90,87649.00,84270.00,3379.00,3.90,89268.00,84808.00,4460.00,5.00,94857.00,87673.00,7184.00,7.60,90822.00,83062.00,7760.00,8.50,90550.00,83192.00,7358.00,8.10,89872.00,83269.00,6603.00,7.30,90463.00,84482.00,5981.00,6.60,90995.00,85403.00,5592.00,6.10,89143.00,84369.00,4774.00,5.40,88936.00,84452.00,4484.00,5.00,89790.00,85701.00,4089.00,4.60,88931.00,85683.00,3248.00,3.70,89733.00,86656.00,3077.00,3.40,89148.00,81125.00,8023.00,9.00,87840.00,83045.00,4795.00,5.50,88569.00,85347.00,3222.00,3.60,58303.00,72.00
51710,VA,"Norfolk city, VA",1,1,1,92998.00,89973.00,3025.00,3.30,95097.00,90911.00,4186.00,4.40,98452.00,93193.00,5259.00,5.30,97768.00,92330.00,5438.00,5.60,97575.00,92109.00,5466.00,5.60,96457.00,91190.00,5267.00,5.50,95748.00,91329.00,4419.00,4.60,99895.00,95475.00,4420.00,4.40,100841.00,95108.00,5733.00,5.70,99228.00,90574.00,8654.00,8.70,112640.00,102555.00,10085.00,9.00,112742.00,103387.00,9355.00,8.30,112642.00,104230.00,8412.00,7.50,112752.00,105086.00,7666.00,6.80,112403.00,105379.00,7024.00,6.20,110946.00,104840.00,6106.00,5.50,110464.00,104722.00,5742.00,5.20,112669.00,107538.00,5131.00,4.60,111790.00,107699.00,4091.00,3.70,111805.00,107964.00,3841.00,3.40,111223.00,101190.00,10033.00,9.00,109711.00,103587.00,6124.00,5.60,110356.00,106458.00,3898.00,3.50,56951.00,70.40
51720,VA,"Norton city, VA",7,8,0,1488.00,1427.00,61.00,4.10,1529.00,1458.00,71.00,4.60,1587.00,1506.00,81.00,5.10,1619.00,1527.00,92.00,5.70,1546.00,1454.00,92.00,6.00,1530.00,1439.00,91.00,5.90,1516.00,1431.00,85.00,5.60,1567.00,1498.00,69.00,4.40,1620.00,1529.00,91.00,5.60,1732.00,1619.00,113.00,6.50,2082.00,1927.00,155.00,7.40,2109.00,1964.00,145.00,6.90,1990.00,1841.00,149.00,7.50,1869.00,1717.00,152.00,8.10,1811.00,1674.00,137.00,7.60,1739.00,1620.00,119.00,6.80,1662.00,1550.00,112.00,6.70,1717.00,1627.00,90.00,5.20,1672.00,1605.00,67.00,4.00,1684.00,1623.00,61.00,3.60,1652.00,1525.00,127.00,7.70,1609.00,1529.00,80.00,5.00,1598.00,1538.00,60.00,3.80,38316.00,47.30
51730,VA,"Petersburg city, VA",1,1,1,13918.00,13446.00,472.00,3.40,14066.00,13273.00,793.00,5.60,14141.00,13046.00,1095.00,7.70,14226.00,12936.00,1290.00,9.10,14058.00,12877.00,1181.00,8.40,14040.00,12927.00,1113.00,7.90,13916.00,12974.00,942.00,6.80,14134.00,13180.00,954.00,6.70,14311.00,13187.00,1124.00,7.90,14545.00,12568.00,1977.00,13.60,13922.00,11933.00,1989.00,14.30,13690.00,11934.00,1756.00,12.80,13585.00,11992.00,1593.00,11.70,13760.00,12190.00,1570.00,11.40,13827.00,12371.00,1456.00,10.50,13547.00,12320.00,1227.00,9.10,13214.00,12194.00,1020.00,7.70,13269.00,12308.00,961.00,7.20,13039.00,12233.00,806.00,6.20,12953.00,12229.00,724.00,5.60,13043.00,11124.00,1919.00,14.70,12709.00,11418.00,1291.00,10.20,12646.00,11933.00,713.00,5.60,40682.00,50.30
51735,VA,"Poquoson city, VA",1,1,1,5834.00,5727.00,107.00,1.80,5899.00,5756.00,143.00,2.40,5996.00,5824.00,172.00,2.90,6055.00,5853.00,202.00,3.30,6012.00,5814.00,198.00,3.30,6173.00,5981.00,192.00,3.10,6292.00,6132.00,160.00,2.50,6328.00,6172.00,156.00,2.50,6390.00,6179.00,211.00,3.30,6222.00,5893.00,329.00,5.30,6402.00,6004.00,398.00,6.20,6360.00,5998.00,362.00,5.70,6353.00,6016.00,337.00,5.30,6349.00,6041.00,308.00,4.90,6321.00,6039.00,282.00,4.50,6226.00,5988.00,238.00,3.80,6176.00,5963.00,213.00,3.40,6326.00,6113.00,213.00,3.40,6387.00,6215.00,172.00,2.70,6472.00,6317.00,155.00,2.40,6199.00,5929.00,270.00,4.40,6246.00,6071.00,175.00,2.80,6379.00,6222.00,157.00,2.50,105525.00,130.40
51740,VA,"Portsmouth city, VA",1,1,1,42953.00,41505.00,1448.00,3.40,43670.00,41709.00,1961.00,4.50,44054.00,41633.00,2421.00,5.50,43806.00,41310.00,2496.00,5.70,43970.00,41363.00,2607.00,5.90,44991.00,42391.00,2600.00,5.80,45802.00,43616.00,2186.00,4.80,46501.00,44398.00,2103.00,4.50,46497.00,43911.00,2586.00,5.60,45386.00,41442.00,3944.00,8.70,45555.00,41082.00,4473.00,9.80,45701.00,41440.00,4261.00,9.30,45630.00,41689.00,3941.00,8.60,45461.00,41847.00,3614.00,7.90,45226.00,41996.00,3230.00,7.10,44417.00,41689.00,2728.00,6.10,44103.00,41436.00,2667.00,6.00,44681.00,42308.00,2373.00,5.30,44342.00,42519.00,1823.00,4.10,44480.00,42753.00,1727.00,3.90,44758.00,40364.00,4394.00,9.80,44192.00,41329.00,2863.00,6.50,44170.00,42462.00,1708.00,3.90,53618.00,66.30
51750,VA,"Radford city, VA",3,2,1,7470.00,7230.00,240.00,3.20,7461.00,7146.00,315.00,4.20,7387.00,6986.00,401.00,5.40,7364.00,6957.00,407.00,5.50,7279.00,6864.00,415.00,5.70,7251.00,6897.00,354.00,4.90,7239.00,6940.00,299.00,4.10,7768.00,7429.00,339.00,4.40,7993.00,7536.00,457.00,5.70,7960.00,7235.00,725.00,9.10,7802.00,7057.00,745.00,9.50,8069.00,7391.00,678.00,8.40,8092.00,7463.00,629.00,7.80,8336.00,7722.00,614.00,7.40,8495.00,7933.00,562.00,6.60,8323.00,7859.00,464.00,5.60,8267.00,7826.00,441.00,5.30,8417.00,8006.00,411.00,4.90,8650.00,8320.00,330.00,3.80,8727.00,8419.00,308.00,3.50,8496.00,7941.00,555.00,6.50,8639.00,8283.00,356.00,4.10,8987.00,8668.00,319.00,3.50,48898.00,60.40
51760,VA,"Richmond city, VA",1,1,1,95433.00,92929.00,2504.00,2.60,96538.00,92433.00,4105.00,4.30,96686.00,90937.00,5749.00,5.90,95596.00,89782.00,5814.00,6.10,95520.00,89625.00,5895.00,6.20,95865.00,90358.00,5507.00,5.70,95514.00,90729.00,4785.00,5.00,99048.00,94368.00,4680.00,4.70,101541.00,95224.00,6317.00,6.20,101605.00,91672.00,9933.00,9.80,106682.00,96300.00,10382.00,9.70,107496.00,98386.00,9110.00,8.50,109135.00,101114.00,8021.00,7.30,110460.00,103127.00,7333.00,6.60,112740.00,105947.00,6793.00,6.00,113141.00,107324.00,5817.00,5.10,114798.00,109549.00,5249.00,4.60,117943.00,112921.00,5022.00,4.30,118035.00,113838.00,4197.00,3.60,119328.00,115433.00,3895.00,3.30,119939.00,109002.00,10937.00,9.10,118245.00,111931.00,6314.00,5.30,120998.00,116881.00,4117.00,3.40,52011.00,64.30
51770,VA,"Roanoke city, VA",2,2,1,46712.00,45574.00,1138.00,2.40,47269.00,45563.00,1706.00,3.60,47293.00,44856.00,2437.00,5.20,45872.00,43372.00,2500.00,5.40,44934.00,42699.00,2235.00,5.00,45358.00,43301.00,2057.00,4.50,45481.00,43632.00,1849.00,4.10,46347.00,44462.00,1885.00,4.10,47042.00,44736.00,2306.00,4.90,47493.00,43316.00,4177.00,8.80,49374.00,45000.00,4374.00,8.90,49394.00,45430.00,3964.00,8.00,49563.00,46064.00,3499.00,7.10,49777.00,46540.00,3237.00,6.50,50256.00,47364.00,2892.00,5.80,49096.00,46728.00,2368.00,4.80,48997.00,46924.00,2073.00,4.20,49421.00,47397.00,2024.00,4.10,49080.00,47482.00,1598.00,3.30,49212.00,47724.00,1488.00,3.00,49070.00,45160.00,3910.00,8.00,48354.00,46035.00,2319.00,4.80,49077.00,47513.00,1564.00,3.20,47545.00,58.80
51775,VA,"Salem city, VA",2,2,1,12978.00,12730.00,248.00,1.90,13042.00,12662.00,380.00,2.90,13279.00,12749.00,530.00,4.00,12844.00,12318.00,526.00,4.10,12540.00,12072.00,468.00,3.70,12749.00,12310.00,439.00,3.40,13066.00,12643.00,423.00,3.20,13378.00,12950.00,428.00,3.20,13630.00,13093.00,537.00,3.90,13346.00,12476.00,870.00,6.50,12806.00,11904.00,902.00,7.00,12814.00,12001.00,813.00,6.30,12896.00,12145.00,751.00,5.80,13052.00,12310.00,742.00,5.70,13166.00,12499.00,667.00,5.10,12816.00,12258.00,558.00,4.40,12909.00,12409.00,500.00,3.90,13160.00,12674.00,486.00,3.70,12957.00,12569.00,388.00,3.00,12917.00,12560.00,357.00,2.80,12668.00,11907.00,761.00,6.00,12579.00,12129.00,450.00,3.60,12905.00,12531.00,374.00,2.90,60740.00,75.10
51790,VA,"Staunton city, VA",3,2,1,11647.00,11398.00,249.00,2.10,11655.00,11310.00,345.00,3.00,11790.00,11318.00,472.00,4.00,11436.00,10973.00,463.00,4.00,11034.00,10623.00,411.00,3.70,11257.00,10862.00,395.00,3.50,11235.00,10861.00,374.00,3.30,11618.00,11230.00,388.00,3.30,11861.00,11313.00,548.00,4.60,11945.00,11060.00,885.00,7.40,11864.00,10915.00,949.00,8.00,11985.00,11139.00,846.00,7.10,11807.00,11064.00,743.00,6.30,11957.00,11278.00,679.00,5.70,12083.00,11472.00,611.00,5.10,11857.00,11348.00,509.00,4.30,11808.00,11354.00,454.00,3.80,11975.00,11551.00,424.00,3.50,12064.00,11718.00,346.00,2.90,12282.00,11954.00,328.00,2.70,12180.00,11384.00,796.00,6.50,12049.00,11588.00,461.00,3.80,12420.00,12080.00,340.00,2.70,54508.00,67.40
51800,VA,"Suffolk city, VA",1,1,1,29329.00,28599.00,730.00,2.50,31115.00,30125.00,990.00,3.20,33118.00,31636.00,1482.00,4.50,34716.00,33142.00,1574.00,4.50,36172.00,34539.00,1633.00,4.50,37895.00,36274.00,1621.00,4.30,39333.00,37846.00,1487.00,3.80,39827.00,38414.00,1413.00,3.50,40828.00,39026.00,1802.00,4.40,40753.00,37961.00,2792.00,6.90,41816.00,38562.00,3254.00,7.80,41842.00,38738.00,3104.00,7.40,41732.00,38861.00,2871.00,6.90,41988.00,39393.00,2595.00,6.20,42508.00,40105.00,2403.00,5.70,42458.00,40380.00,2078.00,4.90,43013.00,41030.00,1983.00,4.60,44405.00,42616.00,1789.00,4.00,44684.00,43234.00,1450.00,3.20,45399.00,44032.00,1367.00,3.00,45083.00,42082.00,3001.00,6.70,45037.00,43069.00,1968.00,4.40,45681.00,44255.00,1426.00,3.10,78090.00,96.50
51810,VA,"Virginia Beach city, VA",1,1,1,205933.00,201387.00,4546.00,2.20,211093.00,204819.00,6274.00,3.00,214542.00,206610.00,7932.00,3.70,216338.00,208017.00,8321.00,3.80,217760.00,209514.00,8246.00,3.80,220504.00,212546.00,7958.00,3.60,221436.00,214419.00,7017.00,3.20,223066.00,216443.00,6623.00,3.00,225528.00,216685.00,8843.00,3.90,220666.00,207169.00,13497.00,6.10,227179.00,212040.00,15139.00,6.70,228853.00,214828.00,14025.00,6.10,228708.00,215847.00,12861.00,5.60,231089.00,218890.00,12199.00,5.30,232581.00,221324.00,11257.00,4.80,229696.00,219985.00,9711.00,4.20,229517.00,220574.00,8943.00,3.90,233787.00,225590.00,8197.00,3.50,233270.00,226560.00,6710.00,2.90,234572.00,228302.00,6270.00,2.70,229506.00,214678.00,14828.00,6.50,228327.00,219893.00,8434.00,3.70,232263.00,225770.00,6493.00,2.80,81364.00,100.50
51820,VA,"Waynesboro city, VA",3,2,1,9151.00,8916.00,235.00,2.60,9381.00,9026.00,355.00,3.80,9595.00,9122.00,473.00,4.90,9724.00,9259.00,465.00,4.80,9558.00,9160.00,398.00,4.20,9853.00,9447.00,406.00,4.10,9873.00,9531.00,342.00,3.50,10100.00,9723.00,377.00,3.70,10423.00,9872.00,551.00,5.30,10750.00,9814.00,936.00,8.70,10189.00,9250.00,939.00,9.20,10161.00,9342.00,819.00,8.10,10024.00,9333.00,691.00,6.90,10030.00,9437.00,593.00,5.90,10104.00,9574.00,530.00,5.20,10050.00,9576.00,474.00,4.70,10205.00,9788.00,417.00,4.10,10520.00,10103.00,417.00,4.00,10563.00,10220.00,343.00,3.20,10728.00,10420.00,308.00,2.90,10589.00,9863.00,726.00,6.90,10471.00,10038.00,433.00,4.10,10795.00,10472.00,323.00,3.00,54106.00,66.90
51830,VA,"Williamsburg city, VA",1,1,1,4607.00,4406.00,201.00,4.40,4689.00,4416.00,273.00,5.80,4657.00,4306.00,351.00,7.50,4622.00,4232.00,390.00,8.40,4637.00,4253.00,384.00,8.30,4798.00,4424.00,374.00,7.80,4820.00,4512.00,308.00,6.40,5127.00,4816.00,311.00,6.10,5345.00,4852.00,493.00,9.20,5577.00,4734.00,843.00,15.10,6530.00,5853.00,677.00,10.40,6733.00,6130.00,603.00,9.00,6832.00,6273.00,559.00,8.20,6876.00,6360.00,516.00,7.50,6658.00,6178.00,480.00,7.20,6682.00,6264.00,418.00,6.30,6720.00,6354.00,366.00,5.40,6804.00,6454.00,350.00,5.10,6700.00,6428.00,272.00,4.10,6765.00,6505.00,260.00,3.80,6797.00,6223.00,574.00,8.40,6699.00,6375.00,324.00,4.80,6824.00,6545.00,279.00,4.10,61750.00,76.30
51840,VA,"Winchester city, VA",3,2,1,12915.00,12630.00,285.00,2.20,13122.00,12693.00,429.00,3.30,13293.00,12747.00,546.00,4.10,13393.00,12875.00,518.00,3.90,13660.00,13175.00,485.00,3.60,13768.00,13307.00,461.00,3.30,14203.00,13752.00,451.00,3.20,14339.00,13842.00,497.00,3.50,14344.00,13640.00,704.00,4.90,14283.00,13103.00,1180.00,8.30,13705.00,12545.00,1160.00,8.50,14053.00,13014.00,1039.00,7.40,14223.00,13292.00,931.00,6.50,14363.00,13547.00,816.00,5.70,14481.00,13753.00,728.00,5.00,14256.00,13640.00,616.00,4.30,14345.00,13780.00,565.00,3.90,14611.00,14083.00,528.00,3.60,14604.00,14167.00,437.00,3.00,14815.00,14404.00,411.00,2.80,14599.00,13699.00,900.00,6.20,14670.00,14155.00,515.00,3.50,15098.00,14687.00,411.00,2.70,55908.00,69.10
53000,WA,Washington,,,,3087680.00,2929824.00,157856.00,5.10,3085655.00,2900354.00,185301.00,6.00,3101001.00,2881326.00,219675.00,7.10,3136253.00,2910008.00,226245.00,7.20,3189389.00,2988316.00,201073.00,6.30,3259772.00,3077058.00,182714.00,5.60,3330058.00,3164354.00,165704.00,5.00,3401404.00,3244794.00,156610.00,4.60,3474043.00,3291664.00,182379.00,5.20,3463713.00,3176729.00,286984.00,8.30,3458451.00,3142109.00,316342.00,9.10,3437871.00,3144459.00,293412.00,8.50,3468738.00,3203294.00,265444.00,7.70,3460772.00,3230947.00,229825.00,6.60,3495153.00,3287904.00,207249.00,5.90,3554826.00,3361249.00,193577.00,5.40,3648558.00,3459527.00,189031.00,5.20,3727683.00,3554754.00,172929.00,4.60,3814538.00,3645992.00,168546.00,4.40,3933880.00,3766964.00,166916.00,4.20,3936084.00,3603370.00,332714.00,8.50,3898707.00,3695705.00,203002.00,5.20,3990343.00,3822319.00,168024.00,4.20,84155.00,100.00
53001,WA,"Adams County, WA",6,5,0,8174.00,7513.00,661.00,8.10,8242.00,7525.00,717.00,8.70,8231.00,7495.00,736.00,8.90,8209.00,7489.00,720.00,8.80,8141.00,7477.00,664.00,8.20,8158.00,7570.00,588.00,7.20,8069.00,7521.00,548.00,6.80,8010.00,7494.00,516.00,6.40,8110.00,7589.00,521.00,6.40,8142.00,7461.00,681.00,8.40,8265.00,7480.00,785.00,9.50,8173.00,7431.00,742.00,9.10,8195.00,7512.00,683.00,8.30,8366.00,7680.00,686.00,8.20,8537.00,7944.00,593.00,6.90,8617.00,8038.00,579.00,6.70,8717.00,8166.00,551.00,6.30,8932.00,8428.00,504.00,5.60,9426.00,8914.00,512.00,5.40,9970.00,9402.00,568.00,5.70,9434.00,8762.00,672.00,7.10,9836.00,9298.00,538.00,5.50,9947.00,9436.00,511.00,5.10,57405.00,68.20
53003,WA,"Asotin County, WA",3,2,1,9797.00,9266.00,531.00,5.40,10018.00,9461.00,557.00,5.60,10257.00,9558.00,699.00,6.80,9974.00,9234.00,740.00,7.40,10141.00,9463.00,678.00,6.70,10494.00,9825.00,669.00,6.40,10241.00,9769.00,472.00,4.60,10253.00,9733.00,520.00,5.10,10393.00,9716.00,677.00,6.50,10162.00,9259.00,903.00,8.90,10133.00,9269.00,864.00,8.50,9964.00,9166.00,798.00,8.00,9733.00,9038.00,695.00,7.10,9785.00,9151.00,634.00,6.50,9694.00,9190.00,504.00,5.20,9682.00,9234.00,448.00,4.60,9972.00,9483.00,489.00,4.90,10293.00,9868.00,425.00,4.10,10241.00,9801.00,440.00,4.30,10454.00,10021.00,433.00,4.10,10502.00,9966.00,536.00,5.10,10552.00,10147.00,405.00,3.80,10654.00,10235.00,419.00,3.90,56438.00,67.10
53005,WA,"Benton County, WA",2,2,1,77185.00,73084.00,4101.00,5.30,78153.00,73647.00,4506.00,5.80,80659.00,75697.00,4962.00,6.20,82587.00,76912.00,5675.00,6.90,84143.00,78933.00,5210.00,6.20,84834.00,79651.00,5183.00,6.10,83276.00,78151.00,5125.00,6.20,85969.00,81360.00,4609.00,5.40,88736.00,84049.00,4687.00,5.30,90965.00,84898.00,6067.00,6.70,92564.00,85997.00,6567.00,7.10,92110.00,85344.00,6766.00,7.30,91611.00,83800.00,7811.00,8.50,90174.00,82314.00,7860.00,8.70,89740.00,83220.00,6520.00,7.30,91733.00,85797.00,5936.00,6.50,94362.00,88504.00,5858.00,6.20,97393.00,92105.00,5288.00,5.40,99495.00,94292.00,5203.00,5.20,104008.00,98501.00,5507.00,5.30,103942.00,95516.00,8426.00,8.10,104008.00,98090.00,5918.00,5.70,106236.00,100878.00,5358.00,5.00,77339.00,91.90
53007,WA,"Chelan County, WA",3,2,1,37064.00,34489.00,2575.00,6.90,35527.00,32636.00,2891.00,8.10,35918.00,32858.00,3060.00,8.50,36896.00,33794.00,3102.00,8.40,38326.00,35569.00,2757.00,7.20,39360.00,36891.00,2469.00,6.30,39494.00,37298.00,2196.00,5.60,40567.00,38383.00,2184.00,5.40,40845.00,38474.00,2371.00,5.80,41241.00,38159.00,3082.00,7.50,41300.00,37974.00,3326.00,8.10,41049.00,37941.00,3108.00,7.60,41248.00,38238.00,3010.00,7.30,40363.00,37491.00,2872.00,7.10,41117.00,38656.00,2461.00,6.00,42646.00,40344.00,2302.00,5.40,43313.00,40878.00,2435.00,5.60,44485.00,42367.00,2118.00,4.80,45344.00,43272.00,2072.00,4.60,45431.00,43199.00,2232.00,4.90,44640.00,40958.00,3682.00,8.20,44341.00,41948.00,2393.00,5.40,44776.00,42616.00,2160.00,4.80,64700.00,76.90
53009,WA,"Clallam County, WA",5,8,0,26239.00,24301.00,1938.00,7.40,26140.00,24080.00,2060.00,7.90,26673.00,24397.00,2276.00,8.50,27155.00,24821.00,2334.00,8.60,28128.00,26040.00,2088.00,7.40,29463.00,27429.00,2034.00,6.90,29639.00,27770.00,1869.00,6.30,29964.00,28038.00,1926.00,6.40,30049.00,27831.00,2218.00,7.40,29697.00,26921.00,2776.00,9.30,29006.00,26094.00,2912.00,10.00,28173.00,25391.00,2782.00,9.90,27997.00,25310.00,2687.00,9.60,27299.00,24731.00,2568.00,9.40,26682.00,24504.00,2178.00,8.20,26784.00,24680.00,2104.00,7.90,27332.00,25285.00,2047.00,7.50,27884.00,26016.00,1868.00,6.70,28248.00,26447.00,1801.00,6.40,29090.00,27152.00,1938.00,6.70,29351.00,26381.00,2970.00,10.10,29029.00,27107.00,1922.00,6.60,29022.00,27276.00,1746.00,6.00,62623.00,74.40
53011,WA,"Clark County, WA",1,1,1,181951.00,172641.00,9310.00,5.10,183663.00,171155.00,12508.00,6.80,186784.00,169891.00,16893.00,9.00,188305.00,170281.00,18024.00,9.60,194933.00,179881.00,15052.00,7.70,202217.00,188478.00,13739.00,6.80,206025.00,193197.00,12828.00,6.20,209683.00,196776.00,12907.00,6.20,214879.00,199107.00,15772.00,7.30,213889.00,187511.00,26378.00,12.30,211568.00,186782.00,24786.00,11.70,208902.00,186966.00,21936.00,10.50,208427.00,190460.00,17967.00,8.60,208097.00,190863.00,17234.00,8.30,208941.00,194712.00,14229.00,6.80,214327.00,200966.00,13361.00,6.20,220996.00,207736.00,13260.00,6.00,228847.00,217404.00,11443.00,5.00,234201.00,223014.00,11187.00,4.80,246958.00,235243.00,11715.00,4.70,247678.00,226978.00,20700.00,8.40,243695.00,230205.00,13490.00,5.50,249056.00,237315.00,11741.00,4.70,83790.00,99.60
53013,WA,"Columbia County, WA",3,2,1,1808.00,1654.00,154.00,8.50,1717.00,1559.00,158.00,9.20,1681.00,1512.00,169.00,10.10,1667.00,1508.00,159.00,9.50,1640.00,1501.00,139.00,8.50,1633.00,1498.00,135.00,8.30,1506.00,1367.00,139.00,9.20,1528.00,1417.00,111.00,7.30,1563.00,1448.00,115.00,7.40,1564.00,1404.00,160.00,10.20,1919.00,1756.00,163.00,8.50,1836.00,1682.00,154.00,8.40,1813.00,1676.00,137.00,7.60,1765.00,1627.00,138.00,7.80,1738.00,1617.00,121.00,7.00,1693.00,1586.00,107.00,6.30,1720.00,1610.00,110.00,6.40,1782.00,1684.00,98.00,5.50,1800.00,1701.00,99.00,5.50,1835.00,1735.00,100.00,5.40,1744.00,1618.00,126.00,7.20,1750.00,1654.00,96.00,5.50,1776.00,1679.00,97.00,5.50,59650.00,70.90
53015,WA,"Cowlitz County, WA",3,2,1,43829.00,40840.00,2989.00,6.80,42996.00,38944.00,4052.00,9.40,42653.00,38172.00,4481.00,10.50,42638.00,38398.00,4240.00,9.90,42625.00,38873.00,3752.00,8.80,42892.00,39585.00,3307.00,7.70,42977.00,39950.00,3027.00,7.00,43743.00,40718.00,3025.00,6.90,44306.00,40550.00,3756.00,8.50,43883.00,38406.00,5477.00,12.50,45349.00,40039.00,5310.00,11.70,44216.00,39466.00,4750.00,10.70,44297.00,39950.00,4347.00,9.80,43270.00,39108.00,4162.00,9.60,43534.00,40120.00,3414.00,7.80,44093.00,40793.00,3300.00,7.50,44876.00,41712.00,3164.00,7.10,45930.00,43184.00,2746.00,6.00,46552.00,43800.00,2752.00,5.90,48395.00,45473.00,2922.00,6.00,48972.00,44466.00,4506.00,9.20,48156.00,45062.00,3094.00,6.40,48987.00,46205.00,2782.00,5.70,70104.00,83.30
